Query ID,Subject ID,Percent identity
Segniliparus rotundus,Corynebacterium glutamicum,90.3
Segniliparus rotundus,Nocardiopsis dassonvillei,87.8
Segniliparus rotundus,Olsenella uli,81.8
Segniliparus rotundus,Clostridium thermocellum,80.5
Segniliparus rotundus,Desulfotomaculum gibsoniae,80.5
Segniliparus rotundus,Desulfosporosinus acidiphilus,79
Segniliparus rotundus,Desulfosporosinus meridiei,79
Segniliparus rotundus,Frateuria aurantia,78.4
Segniliparus rotundus,Thermobacillus composti,76.9
Segniliparus rotundus,Clostridium perfringens,78.6
Segniliparus rotundus,Salmonella enterica,78
Segniliparus rotundus,Streptococcus pyogenes,77.4
Segniliparus rotundus,Salmonella bongori,77.9
Segniliparus rotundus,Meiothermus silvanus,77.9
Segniliparus rotundus,Terriglobus roseus,77.5
Segniliparus rotundus,Escherichia coli,77.1
Segniliparus rotundus,Spirochaeta smaragdinae,77
Segniliparus rotundus,Pseudomonas stutzeri,76.7
Segniliparus rotundus,Coraliomargarita akajimensis,76.3
Segniliparus rotundus,Fervidobacterium pennivorans,76.7
Segniliparus rotundus,Hirschia baltica,76.2
Segniliparus rotundus,Echinicola vietnamensis,75.4
Segniliparus rotundus,Natronococcus occultus,68.3
Segniliparus rotundus,Halovivax ruber,68.1
Spirochaeta smaragdinae,Spirochaeta smaragdinae,100
Spirochaeta smaragdinae,Desulfosporosinus acidiphilus,81.2
Spirochaeta smaragdinae,Desulfosporosinus meridiei,77.9
Spirochaeta smaragdinae,Desulfotomaculum gibsoniae,78.3
Spirochaeta smaragdinae,Clostridium thermocellum,77.4
Spirochaeta smaragdinae,Streptococcus pyogenes,77.7
Spirochaeta smaragdinae,Segniliparus rotundus,77
Spirochaeta smaragdinae,Corynebacterium glutamicum,76.8
Spirochaeta smaragdinae,Frateuria aurantia,76.7
Spirochaeta smaragdinae,Olsenella uli,76.8
Spirochaeta smaragdinae,Nocardiopsis dassonvillei,76.8
Spirochaeta smaragdinae,Thermobacillus composti,75.9
Spirochaeta smaragdinae,Pseudomonas stutzeri,76.6
Spirochaeta smaragdinae,Salmonella bongori,76.2
Spirochaeta smaragdinae,Terriglobus roseus,75.9
Spirochaeta smaragdinae,Salmonella enterica,75.9
Spirochaeta smaragdinae,Clostridium perfringens,75.7
Spirochaeta smaragdinae,Escherichia coli,78.3
Spirochaeta smaragdinae,Fervidobacterium pennivorans,75.1
Spirochaeta smaragdinae,Echinicola vietnamensis,75
Spirochaeta smaragdinae,Hirschia baltica,74
Spirochaeta smaragdinae,Coraliomargarita akajimensis,74.5
Spirochaeta smaragdinae,Meiothermus silvanus,76.1
Spirochaeta smaragdinae,Halovivax ruber,68.7
Spirochaeta smaragdinae,Natronobacterium gregoryi,68.2
Spirochaeta smaragdinae,Natronococcus occultus,67.4
Streptococcus pyogenes,Streptococcus pyogenes,100
Streptococcus pyogenes,Thermobacillus composti,82
Streptococcus pyogenes,Desulfosporosinus meridiei,83.2
Streptococcus pyogenes,Desulfosporosinus acidiphilus,83.5
Streptococcus pyogenes,Clostridium thermocellum,81.7
Streptococcus pyogenes,Desulfotomaculum gibsoniae,82.1
Streptococcus pyogenes,Clostridium perfringens,81.2
Streptococcus pyogenes,Corynebacterium glutamicum,79
Streptococcus pyogenes,Pseudomonas stutzeri,78.6
Streptococcus pyogenes,Frateuria aurantia,78.4
Streptococcus pyogenes,Salmonella enterica,78.1
Streptococcus pyogenes,Segniliparus rotundus,77.4
Streptococcus pyogenes,Salmonella bongori,77.6
Streptococcus pyogenes,Spirochaeta smaragdinae,77.7
Streptococcus pyogenes,Escherichia coli,77.5
Streptococcus pyogenes,Nocardiopsis dassonvillei,77
Streptococcus pyogenes,Terriglobus roseus,76.8
Streptococcus pyogenes,Olsenella uli,76.4
Streptococcus pyogenes,Meiothermus silvanus,76.1
Streptococcus pyogenes,Hirschia baltica,75.6
Streptococcus pyogenes,Echinicola vietnamensis,75.1
Streptococcus pyogenes,Coraliomargarita akajimensis,74.1
Streptococcus pyogenes,Fervidobacterium pennivorans,73.8
Streptococcus pyogenes,Natronobacterium gregoryi,69.1
Streptococcus pyogenes,Halovivax ruber,69.3
Streptococcus pyogenes,Natronococcus occultus,69.3
Terriglobus roseus,Terriglobus roseus,100
Terriglobus roseus,Desulfotomaculum gibsoniae,79.6
Terriglobus roseus,Clostridium perfringens,79
Terriglobus roseus,Desulfosporosinus meridiei,78.4
Terriglobus roseus,Desulfosporosinus acidiphilus,80.8
Terriglobus roseus,Clostridium thermocellum,78.5
Terriglobus roseus,Corynebacterium glutamicum,77.9
Terriglobus roseus,Frateuria aurantia,77.5
Terriglobus roseus,Segniliparus rotundus,77.5
Terriglobus roseus,Streptococcus pyogenes,76.8
Terriglobus roseus,Pseudomonas stutzeri,76.8
Terriglobus roseus,Olsenella uli,77
Terriglobus roseus,Thermobacillus composti,76
Terriglobus roseus,Meiothermus silvanus,77.4
Terriglobus roseus,Hirschia baltica,77.1
Terriglobus roseus,Salmonella bongori,76.5
Terriglobus roseus,Salmonella enterica,76.4
Terriglobus roseus,Escherichia coli,76.2
Terriglobus roseus,Nocardiopsis dassonvillei,76.2
Terriglobus roseus,Spirochaeta smaragdinae,75.9
Terriglobus roseus,Coraliomargarita akajimensis,74.4
Terriglobus roseus,Fervidobacterium pennivorans,75
Terriglobus roseus,Echinicola vietnamensis,73
Terriglobus roseus,Natronobacterium gregoryi,67.6
Terriglobus roseus,Natronococcus occultus,67.6
Terriglobus roseus,Halovivax ruber,66.9
Thermobacillus composti,Thermobacillus composti,100
Thermobacillus composti,Desulfosporosinus acidiphilus,85.1
Thermobacillus composti,Desulfosporosinus meridiei,83.5
Thermobacillus composti,Desulfotomaculum gibsoniae,82.1
Thermobacillus composti,Streptococcus pyogenes,82
Thermobacillus composti,Clostridium thermocellum,81.8
Thermobacillus composti,Clostridium perfringens,79.9
Thermobacillus composti,Olsenella uli,77.9
Thermobacillus composti,Corynebacterium glutamicum,78
Thermobacillus composti,Nocardiopsis dassonvillei,77.9
Thermobacillus composti,Frateuria aurantia,78.1
Thermobacillus composti,Segniliparus rotundus,76.9
Thermobacillus composti,Pseudomonas stutzeri,77.1
Thermobacillus composti,Salmonella bongori,78.2
Thermobacillus composti,Salmonella enterica,78.1
Thermobacillus composti,Escherichia coli,78.2
Thermobacillus composti,Terriglobus roseus,76
Thermobacillus composti,Meiothermus silvanus,75.5
Thermobacillus composti,Spirochaeta smaragdinae,75.9
Thermobacillus composti,Hirschia baltica,74.1
Thermobacillus composti,Coraliomargarita akajimensis,74.3
Thermobacillus composti,Fervidobacterium pennivorans,75.4
Thermobacillus composti,Echinicola vietnamensis,72.1
Thermobacillus composti,Natronobacterium gregoryi,72.1
Thermobacillus composti,Halovivax ruber,69.3
Thermobacillus composti,Natronococcus occultus,71.2
Coraliomargarita akajimensis,Natronobacterium gregoryi,67
Coraliomargarita akajimensis,Natronococcus occultus,67.9
Coraliomargarita akajimensis,Halovivax ruber,68
Escherichia coli,Natronobacterium gregoryi,66.9
Escherichia coli,Halovivax ruber,66.5
Escherichia coli,Natronococcus occultus,67.2
Echinicola vietnamensis,Natronobacterium gregoryi,66.3
Echinicola vietnamensis,Natronococcus occultus,67
Halovivax ruber,Salmonella enterica,67.1
Halovivax ruber,Escherichia coli,66.5
Halovivax ruber,Hirschia baltica,67.2
Halovivax ruber,Coraliomargarita akajimensis,68
Hirschia baltica,Natronobacterium gregoryi,68.6
Hirschia baltica,Halovivax ruber,67.2
Hirschia baltica,Natronococcus occultus,68.2
Meiothermus silvanus,Natronobacterium gregoryi,68
Natronobacterium gregoryi,Salmonella enterica,67.8
Natronobacterium gregoryi,Escherichia coli,66.9
Natronobacterium gregoryi,Hirschia baltica,68.6
Natronobacterium gregoryi,Meiothermus silvanus,68
Natronobacterium gregoryi,Echinicola vietnamensis,66.3
Natronobacterium gregoryi,Coraliomargarita akajimensis,67
Natronobacterium gregoryi,Segniliparus rotundus,67.2
Natronococcus occultus,Escherichia coli,67.2
Natronococcus occultus,Hirschia baltica,68.2
Natronococcus occultus,Echinicola vietnamensis,67
Natronococcus occultus,Coraliomargarita akajimensis,67.9
Salmonella enterica,Natronobacterium gregoryi,67.8
Salmonella enterica,Halovivax ruber,67.1
Segniliparus rotundus,Natronobacterium gregoryi,67.2
