Query ID,Subject ID,Percent identity
Gloeomargarita lithophora Alchichica-D10,Chloracidobacterium thermophilum B,76.1
Gloeomargarita lithophora Alchichica-D10,Chloroflexus aggregans DSM 9485,75.9
Gloeomargarita lithophora Alchichica-D10,Chloroflexus aurantiacus J-10-fl,76.7
Gloeomargarita lithophora Alchichica-D10,Chloroflexus aurantiacus Y-400-fl,76.7
Gloeomargarita lithophora Alchichica-D10,Chloroflexus islandicus strain isl-2,75.8
Gloeomargarita lithophora Alchichica-D10,Chloroflexus sp. MS-G,76.7
Gloeomargarita lithophora Alchichica-D10,Chloroflexus sp. Y-396-1,77.1
Gloeomargarita lithophora Alchichica-D10,Elioraea tepidiphila DSM 17972,79.2
Gloeomargarita lithophora Alchichica-D10,Gloeomargarita lithophora Alchichica-D10,100
Gloeomargarita lithophora Alchichica-D10,Ignavibacterium album JCM 16511,76.8
Gloeomargarita lithophora Alchichica-D10,Meiothermus ruber DSM 1279,77.6
Gloeomargarita lithophora Alchichica-D10,Meiothermus silvanus DSM 9946,78.4
Gloeomargarita lithophora Alchichica-D10,Meiothermus taiwanensis WR-220,77.8
Gloeomargarita lithophora Alchichica-D10,Oscillochloris trichoides DG-6,75.8
Gloeomargarita lithophora Alchichica-D10,Pseudanabaena sp. ABRG5-3,86.3
Gloeomargarita lithophora Alchichica-D10,Pseudanabaena sp. PCC 7367,87.6
Gloeomargarita lithophora Alchichica-D10,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,75.3
Gloeomargarita lithophora Alchichica-D10,Pseudothermotoga lettingae TMO,74.8
Gloeomargarita lithophora Alchichica-D10,Roseiflexus castenholzii DSM 13941,76.7
Gloeomargarita lithophora Alchichica-D10,Roseiflexus sp. RS-1,76.2
Gloeomargarita lithophora Alchichica-D10,Synechococcus sp. JA-2-3B'a(2-13),87.5
Gloeomargarita lithophora Alchichica-D10,Synechococcus sp. JA-3-3Ab,87.6
Gloeomargarita lithophora Alchichica-D10,Thermocrinis ruber strain DSM 23557,73.3
Gloeomargarita lithophora Alchichica-D10,Thermodesulfovibrio sp. N1,78.5
Gloeomargarita lithophora Alchichica-D10,Thermodesulfovibrio thiophilus DSM 17215,78.3
Gloeomargarita lithophora Alchichica-D10,Thermus aquaticus Y51MC23,76.7
Gloeomargarita lithophora Alchichica-D10,Thermus brockianus strain GE-1,76.2
Ignavibacterium album JCM 16511,Caldimicrobium thiodismutans strain TF1,77
Ignavibacterium album JCM 16511,Candidatus Solibacter usitatus Ellin6076,76.6
Ignavibacterium album JCM 16511,Candidatus Thermochlorobacteriaceae bacterium GBChlB,81.1
Ignavibacterium album JCM 16511,Chloracidobacterium thermophilum B,77.2
Ignavibacterium album JCM 16511,Chloroflexus aggregans DSM 9485,72.6
Ignavibacterium album JCM 16511,Chloroflexus aurantiacus J-10-fl,72.8
Ignavibacterium album JCM 16511,Chloroflexus aurantiacus Y-400-fl,72.8
Ignavibacterium album JCM 16511,Chloroflexus islandicus strain isl-2,72.7
Ignavibacterium album JCM 16511,Chloroflexus sp. MS-G,73.2
Ignavibacterium album JCM 16511,Chloroflexus sp. Y-396-1,73.4
Ignavibacterium album JCM 16511,Elioraea tepidiphila DSM 17972,77
Ignavibacterium album JCM 16511,Gloeomargarita lithophora Alchichica-D10,76.8
Ignavibacterium album JCM 16511,Ignavibacterium album JCM 16511,100
Ignavibacterium album JCM 16511,Meiothermus ruber DSM 1279,76.3
Ignavibacterium album JCM 16511,Meiothermus silvanus DSM 9946,75.5
Ignavibacterium album JCM 16511,Meiothermus taiwanensis WR-220,76
Ignavibacterium album JCM 16511,Oscillochloris trichoides DG-6,74.1
Ignavibacterium album JCM 16511,Pseudanabaena sp. ABRG5-3,76.9
Ignavibacterium album JCM 16511,Pseudanabaena sp. PCC 7367,76.1
Ignavibacterium album JCM 16511,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,77.4
Ignavibacterium album JCM 16511,Pseudothermotoga lettingae TMO,76.8
Ignavibacterium album JCM 16511,Roseiflexus castenholzii DSM 13941,73.9
Ignavibacterium album JCM 16511,Roseiflexus sp. RS-1,73.5
Ignavibacterium album JCM 16511,Synechococcus sp. JA-2-3B'a(2-13),75.9
Ignavibacterium album JCM 16511,Synechococcus sp. JA-3-3Ab,75.5
Ignavibacterium album JCM 16511,Thermocrinis ruber strain DSM 23557,73.4
Ignavibacterium album JCM 16511,Thermodesulfovibrio sp. N1,78.9
Ignavibacterium album JCM 16511,Thermodesulfovibrio thiophilus DSM 17215,78.1
Ignavibacterium album JCM 16511,Thermus aquaticus Y51MC23,76.4
Ignavibacterium album JCM 16511,Thermus brockianus strain GE-1,76.7
Meiothermus ruber DSM 1279,Caldimicrobium thiodismutans strain TF1,75.6
Meiothermus ruber DSM 1279,Candidatus Solibacter usitatus Ellin6076,75.6
Meiothermus ruber DSM 1279,Candidatus Thermochlorobacteriaceae bacterium GBChlB,79.1
Meiothermus ruber DSM 1279,Chloracidobacterium thermophilum B,75.7
Meiothermus ruber DSM 1279,Chloroflexus aggregans DSM 9485,75.6
Meiothermus ruber DSM 1279,Chloroflexus aurantiacus J-10-fl,75.8
Meiothermus ruber DSM 1279,Chloroflexus aurantiacus Y-400-fl,75.8
Meiothermus ruber DSM 1279,Chloroflexus islandicus strain isl-2,76
Meiothermus ruber DSM 1279,Chloroflexus sp. MS-G,75.6
Meiothermus ruber DSM 1279,Chloroflexus sp. Y-396-1,76.2
Meiothermus ruber DSM 1279,Elioraea tepidiphila DSM 17972,77
Meiothermus ruber DSM 1279,Gloeomargarita lithophora Alchichica-D10,77.6
Meiothermus ruber DSM 1279,Ignavibacterium album JCM 16511,76.3
Meiothermus ruber DSM 1279,Meiothermus ruber DSM 1279,100
Meiothermus ruber DSM 1279,Meiothermus silvanus DSM 9946,89.6
Meiothermus ruber DSM 1279,Meiothermus taiwanensis WR-220,99.7
Meiothermus ruber DSM 1279,Oscillochloris trichoides DG-6,75.7
Meiothermus ruber DSM 1279,Pseudanabaena sp. ABRG5-3,77.5
Meiothermus ruber DSM 1279,Pseudanabaena sp. PCC 7367,76.9
Meiothermus ruber DSM 1279,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,75
Meiothermus ruber DSM 1279,Pseudothermotoga lettingae TMO,74.3
Meiothermus ruber DSM 1279,Roseiflexus castenholzii DSM 13941,76
Meiothermus ruber DSM 1279,Roseiflexus sp. RS-1,75.9
Meiothermus ruber DSM 1279,Synechococcus sp. JA-2-3B'a(2-13),77.7
Meiothermus ruber DSM 1279,Synechococcus sp. JA-3-3Ab,78
Meiothermus ruber DSM 1279,Thermocrinis ruber strain DSM 23557,73.3
Meiothermus ruber DSM 1279,Thermodesulfovibrio sp. N1,75.7
Meiothermus ruber DSM 1279,Thermodesulfovibrio thiophilus DSM 17215,75
Meiothermus ruber DSM 1279,Thermus aquaticus Y51MC23,85.9
Meiothermus ruber DSM 1279,Thermus brockianus strain GE-1,85.4
Meiothermus silvanus DSM 9946,Caldimicrobium thiodismutans strain TF1,76.9
Meiothermus silvanus DSM 9946,Candidatus Solibacter usitatus Ellin6076,76.6
Meiothermus silvanus DSM 9946,Candidatus Thermochlorobacteriaceae bacterium GBChlB,78.8
Meiothermus silvanus DSM 9946,Chloracidobacterium thermophilum B,76.4
Meiothermus silvanus DSM 9946,Chloroflexus aggregans DSM 9485,75.1
Meiothermus silvanus DSM 9946,Chloroflexus aurantiacus J-10-fl,76.3
Meiothermus silvanus DSM 9946,Chloroflexus aurantiacus Y-400-fl,76.3
Meiothermus silvanus DSM 9946,Chloroflexus islandicus strain isl-2,76.2
Meiothermus silvanus DSM 9946,Chloroflexus sp. MS-G,75.9
Meiothermus silvanus DSM 9946,Chloroflexus sp. Y-396-1,76.2
Meiothermus silvanus DSM 9946,Elioraea tepidiphila DSM 17972,77.2
Meiothermus silvanus DSM 9946,Gloeomargarita lithophora Alchichica-D10,78.4
Meiothermus silvanus DSM 9946,Ignavibacterium album JCM 16511,75.5
Meiothermus silvanus DSM 9946,Meiothermus ruber DSM 1279,89.6
Meiothermus silvanus DSM 9946,Meiothermus silvanus DSM 9946,100
Meiothermus silvanus DSM 9946,Meiothermus taiwanensis WR-220,89.8
Meiothermus silvanus DSM 9946,Oscillochloris trichoides DG-6,76.1
Meiothermus silvanus DSM 9946,Pseudanabaena sp. ABRG5-3,77.2
Meiothermus silvanus DSM 9946,Pseudanabaena sp. PCC 7367,77.1
Meiothermus silvanus DSM 9946,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,75.5
Meiothermus silvanus DSM 9946,Pseudothermotoga lettingae TMO,74.9
Meiothermus silvanus DSM 9946,Roseiflexus castenholzii DSM 13941,76
Meiothermus silvanus DSM 9946,Roseiflexus sp. RS-1,76.4
Meiothermus silvanus DSM 9946,Synechococcus sp. JA-2-3B'a(2-13),77.6
Meiothermus silvanus DSM 9946,Synechococcus sp. JA-3-3Ab,78.1
Meiothermus silvanus DSM 9946,Thermocrinis ruber strain DSM 23557,73.8
Meiothermus silvanus DSM 9946,Thermodesulfovibrio sp. N1,78.2
Meiothermus silvanus DSM 9946,Thermodesulfovibrio thiophilus DSM 17215,77.1
Meiothermus silvanus DSM 9946,Thermus aquaticus Y51MC23,85.8
Meiothermus silvanus DSM 9946,Thermus brockianus strain GE-1,85.9
Meiothermus taiwanensis WR-220,Caldimicrobium thiodismutans strain TF1,76.2
Meiothermus taiwanensis WR-220,Candidatus Solibacter usitatus Ellin6076,76.2
Meiothermus taiwanensis WR-220,Candidatus Thermochlorobacteriaceae bacterium GBChlB,79
Meiothermus taiwanensis WR-220,Chloracidobacterium thermophilum B,75.6
Meiothermus taiwanensis WR-220,Chloroflexus aggregans DSM 9485,75.6
Meiothermus taiwanensis WR-220,Chloroflexus aurantiacus J-10-fl,75.9
Meiothermus taiwanensis WR-220,Chloroflexus aurantiacus Y-400-fl,75.9
Meiothermus taiwanensis WR-220,Chloroflexus islandicus strain isl-2,75.9
Meiothermus taiwanensis WR-220,Chloroflexus sp. MS-G,75.5
Meiothermus taiwanensis WR-220,Chloroflexus sp. Y-396-1,76
Meiothermus taiwanensis WR-220,Elioraea tepidiphila DSM 17972,77.3
Meiothermus taiwanensis WR-220,Gloeomargarita lithophora Alchichica-D10,77.8
Meiothermus taiwanensis WR-220,Ignavibacterium album JCM 16511,76
Meiothermus taiwanensis WR-220,Meiothermus ruber DSM 1279,99.7
Meiothermus taiwanensis WR-220,Meiothermus silvanus DSM 9946,89.8
Meiothermus taiwanensis WR-220,Meiothermus taiwanensis WR-220,100
Meiothermus taiwanensis WR-220,Oscillochloris trichoides DG-6,75.8
Meiothermus taiwanensis WR-220,Pseudanabaena sp. ABRG5-3,77.6
Meiothermus taiwanensis WR-220,Pseudanabaena sp. PCC 7367,77
Meiothermus taiwanensis WR-220,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,75
Meiothermus taiwanensis WR-220,Pseudothermotoga lettingae TMO,74.2
Meiothermus taiwanensis WR-220,Roseiflexus castenholzii DSM 13941,75.8
Meiothermus taiwanensis WR-220,Roseiflexus sp. RS-1,75.6
Meiothermus taiwanensis WR-220,Synechococcus sp. JA-2-3B'a(2-13),77.8
Meiothermus taiwanensis WR-220,Synechococcus sp. JA-3-3Ab,78.1
Meiothermus taiwanensis WR-220,Thermocrinis ruber strain DSM 23557,73.9
Meiothermus taiwanensis WR-220,Thermodesulfovibrio sp. N1,76
Meiothermus taiwanensis WR-220,Thermodesulfovibrio thiophilus DSM 17215,75.3
Meiothermus taiwanensis WR-220,Thermus aquaticus Y51MC23,86.4
Meiothermus taiwanensis WR-220,Thermus brockianus strain GE-1,85.9
Oscillochloris trichoides DG-6,Caldimicrobium thiodismutans strain TF1,72.2
Oscillochloris trichoides DG-6,Candidatus Solibacter usitatus Ellin6076,75.7
Oscillochloris trichoides DG-6,Candidatus Thermochlorobacteriaceae bacterium GBChlB,74.6
Oscillochloris trichoides DG-6,Chloracidobacterium thermophilum B,75.3
Oscillochloris trichoides DG-6,Chloroflexus aggregans DSM 9485,87.8
Oscillochloris trichoides DG-6,Chloroflexus aurantiacus J-10-fl,89.2
Oscillochloris trichoides DG-6,Chloroflexus aurantiacus Y-400-fl,89.2
Oscillochloris trichoides DG-6,Chloroflexus islandicus strain isl-2,88.8
Oscillochloris trichoides DG-6,Chloroflexus sp. MS-G,88
Oscillochloris trichoides DG-6,Chloroflexus sp. Y-396-1,88
Oscillochloris trichoides DG-6,Elioraea tepidiphila DSM 17972,76.2
Oscillochloris trichoides DG-6,Gloeomargarita lithophora Alchichica-D10,75.8
Oscillochloris trichoides DG-6,Ignavibacterium album JCM 16511,74.1
Oscillochloris trichoides DG-6,Meiothermus ruber DSM 1279,75.7
Oscillochloris trichoides DG-6,Meiothermus silvanus DSM 9946,76.1
Oscillochloris trichoides DG-6,Meiothermus taiwanensis WR-220,75.8
Oscillochloris trichoides DG-6,Oscillochloris trichoides DG-6,100
Oscillochloris trichoides DG-6,Pseudanabaena sp. ABRG5-3,75.4
Oscillochloris trichoides DG-6,Pseudanabaena sp. PCC 7367,75.5
Oscillochloris trichoides DG-6,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,72.6
Oscillochloris trichoides DG-6,Pseudothermotoga lettingae TMO,72.3
Oscillochloris trichoides DG-6,Roseiflexus castenholzii DSM 13941,85.3
Oscillochloris trichoides DG-6,Roseiflexus sp. RS-1,83.6
Oscillochloris trichoides DG-6,Synechococcus sp. JA-2-3B'a(2-13),77.1
Oscillochloris trichoides DG-6,Synechococcus sp. JA-3-3Ab,76.1
Oscillochloris trichoides DG-6,Thermocrinis ruber strain DSM 23557,75.2
Oscillochloris trichoides DG-6,Thermodesulfovibrio sp. N1,76.4
Oscillochloris trichoides DG-6,Thermodesulfovibrio thiophilus DSM 17215,75.7
Oscillochloris trichoides DG-6,Thermus aquaticus Y51MC23,75.2
Oscillochloris trichoides DG-6,Thermus brockianus strain GE-1,74.9
Pseudanabaena sp. ABRG5-3,Caldimicrobium thiodismutans strain TF1,75.4
Pseudanabaena sp. ABRG5-3,Candidatus Solibacter usitatus Ellin6076,77.1
Pseudanabaena sp. ABRG5-3,Candidatus Thermochlorobacteriaceae bacterium GBChlB,78.1
Pseudanabaena sp. ABRG5-3,Chloracidobacterium thermophilum B,76.4
Pseudanabaena sp. ABRG5-3,Chloroflexus aggregans DSM 9485,74.5
Pseudanabaena sp. ABRG5-3,Chloroflexus aurantiacus J-10-fl,74.8
Pseudanabaena sp. ABRG5-3,Chloroflexus aurantiacus Y-400-fl,74.8
Pseudanabaena sp. ABRG5-3,Chloroflexus islandicus strain isl-2,75.1
Pseudanabaena sp. ABRG5-3,Chloroflexus sp. MS-G,74.9
Pseudanabaena sp. ABRG5-3,Chloroflexus sp. Y-396-1,75
Pseudanabaena sp. ABRG5-3,Elioraea tepidiphila DSM 17972,78.9
Pseudanabaena sp. ABRG5-3,Gloeomargarita lithophora Alchichica-D10,86.3
Pseudanabaena sp. ABRG5-3,Ignavibacterium album JCM 16511,76.9
Pseudanabaena sp. ABRG5-3,Meiothermus ruber DSM 1279,77.5
Pseudanabaena sp. ABRG5-3,Meiothermus silvanus DSM 9946,77.2
Pseudanabaena sp. ABRG5-3,Meiothermus taiwanensis WR-220,77.6
Pseudanabaena sp. ABRG5-3,Oscillochloris trichoides DG-6,75.4
Pseudanabaena sp. ABRG5-3,Pseudanabaena sp. ABRG5-3,100
Pseudanabaena sp. ABRG5-3,Pseudanabaena sp. PCC 7367,89.4
Pseudanabaena sp. ABRG5-3,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,73.9
Pseudanabaena sp. ABRG5-3,Pseudothermotoga lettingae TMO,73.8
Pseudanabaena sp. ABRG5-3,Roseiflexus castenholzii DSM 13941,75
Pseudanabaena sp. ABRG5-3,Roseiflexus sp. RS-1,74.6
Pseudanabaena sp. ABRG5-3,Synechococcus sp. JA-2-3B'a(2-13),86.6
Pseudanabaena sp. ABRG5-3,Synechococcus sp. JA-3-3Ab,85.7
Pseudanabaena sp. ABRG5-3,Thermocrinis ruber strain DSM 23557,72.4
Pseudanabaena sp. ABRG5-3,Thermodesulfovibrio sp. N1,76.1
Pseudanabaena sp. ABRG5-3,Thermodesulfovibrio thiophilus DSM 17215,75.6
Pseudanabaena sp. ABRG5-3,Thermus aquaticus Y51MC23,75.3
Pseudanabaena sp. ABRG5-3,Thermus brockianus strain GE-1,75.5
Pseudanabaena sp. PCC 7367,Caldimicrobium thiodismutans strain TF1,75.3
Pseudanabaena sp. PCC 7367,Candidatus Solibacter usitatus Ellin6076,77.2
Pseudanabaena sp. PCC 7367,Candidatus Thermochlorobacteriaceae bacterium GBChlB,77.4
Pseudanabaena sp. PCC 7367,Chloracidobacterium thermophilum B,77.2
Pseudanabaena sp. PCC 7367,Chloroflexus aggregans DSM 9485,74.1
Pseudanabaena sp. PCC 7367,Chloroflexus aurantiacus J-10-fl,74.8
Pseudanabaena sp. PCC 7367,Chloroflexus aurantiacus Y-400-fl,74.8
Pseudanabaena sp. PCC 7367,Chloroflexus islandicus strain isl-2,74.8
Pseudanabaena sp. PCC 7367,Chloroflexus sp. MS-G,74.5
Pseudanabaena sp. PCC 7367,Chloroflexus sp. Y-396-1,74.8
Pseudanabaena sp. PCC 7367,Elioraea tepidiphila DSM 17972,78.3
Pseudanabaena sp. PCC 7367,Gloeomargarita lithophora Alchichica-D10,87.6
Pseudanabaena sp. PCC 7367,Ignavibacterium album JCM 16511,76.1
Pseudanabaena sp. PCC 7367,Meiothermus ruber DSM 1279,76.9
Pseudanabaena sp. PCC 7367,Meiothermus silvanus DSM 9946,77.1
Pseudanabaena sp. PCC 7367,Meiothermus taiwanensis WR-220,77
Pseudanabaena sp. PCC 7367,Oscillochloris trichoides DG-6,75.5
Pseudanabaena sp. PCC 7367,Pseudanabaena sp. ABRG5-3,89.4
Pseudanabaena sp. PCC 7367,Pseudanabaena sp. PCC 7367,100
Pseudanabaena sp. PCC 7367,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,74.5
Pseudanabaena sp. PCC 7367,Pseudothermotoga lettingae TMO,74.4
Pseudanabaena sp. PCC 7367,Roseiflexus castenholzii DSM 13941,75.2
Pseudanabaena sp. PCC 7367,Roseiflexus sp. RS-1,75.1
Pseudanabaena sp. PCC 7367,Synechococcus sp. JA-2-3B'a(2-13),87.2
Pseudanabaena sp. PCC 7367,Synechococcus sp. JA-3-3Ab,87.3
Pseudanabaena sp. PCC 7367,Thermocrinis ruber strain DSM 23557,71.7
Pseudanabaena sp. PCC 7367,Thermodesulfovibrio sp. N1,76.7
Pseudanabaena sp. PCC 7367,Thermodesulfovibrio thiophilus DSM 17215,76.9
Pseudanabaena sp. PCC 7367,Thermus aquaticus Y51MC23,75.1
Pseudanabaena sp. PCC 7367,Thermus brockianus strain GE-1,75.6
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Caldimicrobium thiodismutans strain TF1,80
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Candidatus Solibacter usitatus Ellin6076,75.7
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Candidatus Thermochlorobacteriaceae bacterium GBChlB,74.2
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Chloracidobacterium thermophilum B,75.8
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Chloroflexus aggregans DSM 9485,72.6
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Chloroflexus aurantiacus J-10-fl,72.8
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Chloroflexus aurantiacus Y-400-fl,72.8
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Chloroflexus islandicus strain isl-2,72.5
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Chloroflexus sp. MS-G,73.1
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Chloroflexus sp. Y-396-1,73.1
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Elioraea tepidiphila DSM 17972,75.7
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Gloeomargarita lithophora Alchichica-D10,75.3
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Ignavibacterium album JCM 16511,77.4
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Meiothermus ruber DSM 1279,75
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Meiothermus silvanus DSM 9946,75.6
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Meiothermus taiwanensis WR-220,75
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Oscillochloris trichoides DG-6,72.6
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Pseudanabaena sp. ABRG5-3,73.9
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Pseudanabaena sp. PCC 7367,74.5
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,100
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Pseudothermotoga lettingae TMO,94
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Roseiflexus castenholzii DSM 13941,73.3
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Roseiflexus sp. RS-1,72.9
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Synechococcus sp. JA-2-3B'a(2-13),76.2
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Synechococcus sp. JA-3-3Ab,76.8
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Thermocrinis ruber strain DSM 23557,78.4
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Thermodesulfovibrio sp. N1,79.5
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Thermodesulfovibrio thiophilus DSM 17215,78.5
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Thermus aquaticus Y51MC23,78.3
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Thermus brockianus strain GE-1,78.2
Pseudothermotoga lettingae TMO,Caldimicrobium thiodismutans strain TF1,79.4
Pseudothermotoga lettingae TMO,Candidatus Solibacter usitatus Ellin6076,75.6
Pseudothermotoga lettingae TMO,Candidatus Thermochlorobacteriaceae bacterium GBChlB,74.4
Pseudothermotoga lettingae TMO,Chloracidobacterium thermophilum B,75.5
Pseudothermotoga lettingae TMO,Chloroflexus aggregans DSM 9485,72.5
Pseudothermotoga lettingae TMO,Chloroflexus aurantiacus J-10-fl,73.2
Pseudothermotoga lettingae TMO,Chloroflexus aurantiacus Y-400-fl,73.2
Pseudothermotoga lettingae TMO,Chloroflexus islandicus strain isl-2,72.7
Pseudothermotoga lettingae TMO,Chloroflexus sp. MS-G,73
Pseudothermotoga lettingae TMO,Chloroflexus sp. Y-396-1,73.3
Pseudothermotoga lettingae TMO,Elioraea tepidiphila DSM 17972,75.1
Pseudothermotoga lettingae TMO,Gloeomargarita lithophora Alchichica-D10,74.8
Pseudothermotoga lettingae TMO,Ignavibacterium album JCM 16511,76.8
Pseudothermotoga lettingae TMO,Meiothermus ruber DSM 1279,74.5
Pseudothermotoga lettingae TMO,Meiothermus silvanus DSM 9946,74.9
Pseudothermotoga lettingae TMO,Meiothermus taiwanensis WR-220,74.4
Pseudothermotoga lettingae TMO,Oscillochloris trichoides DG-6,72.3
Pseudothermotoga lettingae TMO,Pseudanabaena sp. ABRG5-3,73.8
Pseudothermotoga lettingae TMO,Pseudanabaena sp. PCC 7367,74.4
Pseudothermotoga lettingae TMO,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,94
Pseudothermotoga lettingae TMO,Pseudothermotoga lettingae TMO,100
Pseudothermotoga lettingae TMO,Roseiflexus castenholzii DSM 13941,73
Pseudothermotoga lettingae TMO,Roseiflexus sp. RS-1,73.1
Pseudothermotoga lettingae TMO,Synechococcus sp. JA-2-3B'a(2-13),76.1
Pseudothermotoga lettingae TMO,Synechococcus sp. JA-3-3Ab,76.1
Pseudothermotoga lettingae TMO,Thermocrinis ruber strain DSM 23557,77.5
Pseudothermotoga lettingae TMO,Thermodesulfovibrio sp. N1,78.2
Pseudothermotoga lettingae TMO,Thermodesulfovibrio thiophilus DSM 17215,77.7
Pseudothermotoga lettingae TMO,Thermus aquaticus Y51MC23,77
Pseudothermotoga lettingae TMO,Thermus brockianus strain GE-1,77.4
Roseiflexus castenholzii DSM 13941,Caldimicrobium thiodismutans strain TF1,73.4
Roseiflexus castenholzii DSM 13941,Candidatus Solibacter usitatus Ellin6076,73.3
Roseiflexus castenholzii DSM 13941,Candidatus Thermochlorobacteriaceae bacterium GBChlB,73.9
Roseiflexus castenholzii DSM 13941,Chloracidobacterium thermophilum B,73.7
Roseiflexus castenholzii DSM 13941,Chloroflexus aggregans DSM 9485,85.2
Roseiflexus castenholzii DSM 13941,Chloroflexus aurantiacus J-10-fl,85.2
Roseiflexus castenholzii DSM 13941,Chloroflexus aurantiacus Y-400-fl,85.2
Roseiflexus castenholzii DSM 13941,Chloroflexus islandicus strain isl-2,85.8
Roseiflexus castenholzii DSM 13941,Chloroflexus sp. MS-G,85.3
Roseiflexus castenholzii DSM 13941,Chloroflexus sp. Y-396-1,85.7
Roseiflexus castenholzii DSM 13941,Elioraea tepidiphila DSM 17972,76.6
Roseiflexus castenholzii DSM 13941,Gloeomargarita lithophora Alchichica-D10,76.7
Roseiflexus castenholzii DSM 13941,Ignavibacterium album JCM 16511,73.9
Roseiflexus castenholzii DSM 13941,Meiothermus ruber DSM 1279,76
Roseiflexus castenholzii DSM 13941,Meiothermus silvanus DSM 9946,76
Roseiflexus castenholzii DSM 13941,Meiothermus taiwanensis WR-220,75.8
Roseiflexus castenholzii DSM 13941,Oscillochloris trichoides DG-6,85.3
Roseiflexus castenholzii DSM 13941,Pseudanabaena sp. ABRG5-3,75
Roseiflexus castenholzii DSM 13941,Pseudanabaena sp. PCC 7367,75.2
Roseiflexus castenholzii DSM 13941,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,73.3
Roseiflexus castenholzii DSM 13941,Pseudothermotoga lettingae TMO,73
Roseiflexus castenholzii DSM 13941,Roseiflexus castenholzii DSM 13941,100
Roseiflexus castenholzii DSM 13941,Roseiflexus sp. RS-1,95.5
Roseiflexus castenholzii DSM 13941,Synechococcus sp. JA-2-3B'a(2-13),78.7
Roseiflexus castenholzii DSM 13941,Synechococcus sp. JA-3-3Ab,78.3
Roseiflexus castenholzii DSM 13941,Thermocrinis ruber strain DSM 23557,73.6
Roseiflexus castenholzii DSM 13941,Thermodesulfovibrio sp. N1,75.7
Roseiflexus castenholzii DSM 13941,Thermodesulfovibrio thiophilus DSM 17215,74.2
Roseiflexus castenholzii DSM 13941,Thermus aquaticus Y51MC23,75.3
Roseiflexus castenholzii DSM 13941,Thermus brockianus strain GE-1,75.6
Roseiflexus sp. RS-1,Caldimicrobium thiodismutans strain TF1,73.6
Roseiflexus sp. RS-1,Candidatus Solibacter usitatus Ellin6076,73.3
Roseiflexus sp. RS-1,Candidatus Thermochlorobacteriaceae bacterium GBChlB,73.7
Roseiflexus sp. RS-1,Chloracidobacterium thermophilum B,74
Roseiflexus sp. RS-1,Chloroflexus aggregans DSM 9485,84.6
Roseiflexus sp. RS-1,Chloroflexus aurantiacus J-10-fl,85.4
Roseiflexus sp. RS-1,Chloroflexus aurantiacus Y-400-fl,85.4
Roseiflexus sp. RS-1,Chloroflexus islandicus strain isl-2,85.7
Roseiflexus sp. RS-1,Chloroflexus sp. MS-G,85.7
Roseiflexus sp. RS-1,Chloroflexus sp. Y-396-1,86.3
Roseiflexus sp. RS-1,Elioraea tepidiphila DSM 17972,76.2
Roseiflexus sp. RS-1,Gloeomargarita lithophora Alchichica-D10,76.2
Roseiflexus sp. RS-1,Ignavibacterium album JCM 16511,73.5
Roseiflexus sp. RS-1,Meiothermus ruber DSM 1279,75.9
